"","IndividualID","Year","Income","CreditScore","Age","Education","CreditCardBalance","Default"
"549",110,2022,6.5,618,41,"High School",7.69,0
"550",110,2023,9.8,654,42,"High School",12.4,0
"551",111,2019,9.7,660,54,"High School",15.58,0
"552",111,2020,1.8,641,55,"High School",0,0
"553",111,2021,5.5,652,56,"High School",5,0
"554",111,2022,4.6,671,57,"High School",2.62,0
"555",111,2023,4.5,611,58,"High School",3.39,0
"556",112,2019,3.9,707,48,"High School",0,0
"557",112,2020,7.1,760,49,"High School",7.94,0
"558",112,2021,3.6,724,50,"High School",0,0
"559",112,2022,4.5,627,51,"High School",2.57,0
"560",112,2023,9.9,559,52,"High School",16.36,1
"561",113,2019,8.1,653,41,"High School",15.46,0
"562",113,2020,3.8,694,42,"High School",1.65,0
"563",113,2021,8.4,689,43,"High School",9.06,0
"564",113,2022,3,589,44,"High School",0,0
"565",113,2023,5.5,594,45,"High School",4.94,0
"566",114,2019,2.5,657,38,"Graduate",0,0
"567",114,2020,2.1,681,39,"Graduate",0,0
"568",114,2021,9.1,694,40,"Graduate",17.13,0
"569",114,2022,1.8,691,41,"Graduate",0,0
"570",114,2023,8.8,602,42,"Graduate",12.24,0
"571",115,2019,3.5,584,49,"High School",2.53,0
"572",115,2020,1.2,549,50,"High School",0,0
"573",115,2021,8.1,675,51,"High School",14.49,0
"574",115,2022,4.2,691,52,"High School",3.33,0
"575",115,2023,1.2,667,53,"High School",0.84,0
"576",116,2019,7.7,597,49,"High School",9.18,0
"577",116,2020,1.3,728,50,"High School",0,0
"578",116,2021,4.9,631,51,"High School",4.15,0
"579",116,2022,3.3,739,52,"High School",0,0
"580",116,2023,5.5,678,53,"High School",5.08,0
"581",117,2019,6.9,710,30,"High School",7.97,0
"582",117,2020,1.8,667,31,"High School",0,0
"583",117,2021,2.6,647,32,"High School",0.05,0
"584",117,2022,1.9,599,33,"High School",0,0
"585",117,2023,8.3,622,34,"High School",9.87,0
"586",118,2019,6.6,648,42,"High School",7.83,0
"587",118,2020,6.7,664,43,"High School",3.88,0
"588",118,2021,4.5,648,44,"High School",3.68,0
"589",118,2022,4.9,641,45,"High School",2.93,0
"590",118,2023,4.1,659,46,"High School",1.14,0
"591",119,2019,8.1,624,40,"College",13.24,0
"592",119,2020,9,623,41,"College",12.23,0
"593",119,2021,6.9,577,42,"College",11.22,0
"594",119,2022,6.3,692,43,"College",6.22,0
"595",119,2023,4,652,44,"College",0.2,0
"596",120,2019,1.7,646,36,"Graduate",0,0
"597",120,2020,6.3,613,37,"Graduate",7.4,0
"598",120,2021,2.6,638,38,"Graduate",0,0
"599",120,2022,7.7,596,39,"Graduate",13.8,0
"600",120,2023,3.6,598,40,"Graduate",1.56,0
"601",121,2019,6.8,554,26,"High School",13.23,0
"602",121,2020,2.1,699,27,"High School",0,0
"603",121,2021,3.3,656,28,"High School",0,0
"604",121,2022,8.4,594,29,"High School",11.75,0
"605",121,2023,8.2,708,30,"High School",13.8,0
"606",122,2019,1.4,681,41,"Graduate",0,0
"607",122,2020,8.9,687,42,"Graduate",15.49,0
"608",122,2021,2.2,639,43,"Graduate",0,0
"609",122,2022,6.5,629,44,"Graduate",6.79,0
"610",122,2023,5.2,645,45,"Graduate",3.78,0
"611",123,2019,6,670,42,"Graduate",5.33,0
"612",123,2020,7.6,690,43,"Graduate",10.28,0
"613",123,2021,5.2,729,44,"Graduate",3.25,0
"614",123,2022,9.9,625,45,"Graduate",10.12,0
"615",123,2023,9.9,599,46,"Graduate",15.41,0
"616",124,2019,4.5,655,35,"High School",2.84,0
"617",124,2020,6.5,801,36,"High School",3.96,0
"618",124,2021,4.1,629,37,"High School",2.22,0
"619",124,2022,4.9,707,38,"High School",2.22,0
"620",124,2023,3.1,638,39,"High School",2.79,0
"621",125,2019,1.1,626,27,"High School",1.17,0
"622",125,2020,1.2,614,28,"High School",0,0
"623",125,2021,1.5,639,29,"High School",0,0
"624",125,2022,7.9,732,30,"High School",11.92,0
"625",125,2023,5.2,665,31,"High School",5.16,0
"626",126,2019,8.7,674,53,"College",12.16,0
"627",126,2020,6.2,692,54,"College",7.83,0
"628",126,2021,2.7,754,55,"College",0,0
"629",126,2022,6.5,689,56,"College",5.76,0
"630",126,2023,9,579,57,"College",9.44,0
"631",127,2019,8.1,598,38,"High School",12.08,0
"632",127,2020,5.5,571,39,"High School",6,0
"633",127,2021,4.8,508,40,"High School",4.37,0
"634",127,2022,6.9,715,41,"High School",8.08,0
"635",127,2023,9,625,42,"High School",15.2,0
"636",128,2019,9,670,52,"High School",8.61,1
"637",128,2020,2.6,709,53,"High School",0,0
"638",128,2021,3.3,624,54,"High School",0.88,0
"639",128,2022,2,643,55,"High School",2.1,0
"640",128,2023,8.2,668,56,"High School",9.72,0
"641",129,2019,2,661,37,"College",0,0
"642",129,2020,8.5,611,38,"College",15.46,0
"643",129,2021,7.9,687,39,"College",12.11,0
"644",129,2022,9.5,677,40,"College",18.04,0
"645",129,2023,5.2,636,41,"College",3.7,0
"646",130,2019,9.5,589,46,"High School",15.14,0
"647",130,2020,8.1,682,47,"High School",14.69,0
"648",130,2021,8.9,721,48,"High School",12.72,0
"649",130,2022,4.6,719,49,"High School",1.26,0
"650",130,2023,1.9,694,50,"High School",0.86,0
"651",131,2019,3.5,626,50,"High School",2.41,0
"652",131,2020,7.5,623,51,"High School",13.16,1
"653",131,2021,4.2,621,52,"High School",0.97,0
"654",131,2022,4.4,629,53,"High School",3.5,0
"655",131,2023,1.3,685,54,"High School",0,0
"656",132,2019,5.7,663,36,"Graduate",5.84,1
"657",132,2020,2.1,557,37,"Graduate",0,1
"658",132,2021,9,557,38,"Graduate",15.85,0
"659",132,2022,1.7,649,39,"Graduate",0,0
"660",132,2023,8.1,657,40,"Graduate",15.06,0
"661",133,2019,8.7,535,33,"College",11.36,0
"662",133,2020,1.3,609,34,"College",0,0
"663",133,2021,3.5,651,35,"College",0,0
"664",133,2022,6.8,723,36,"College",5.1,0
"665",133,2023,8.1,549,37,"College",16.47,0
"666",134,2019,4.6,587,34,"High School",3.86,0
"667",134,2020,9.4,596,35,"High School",11.82,0
"668",134,2021,4.5,659,36,"High School",2.35,0
"669",134,2022,4.8,667,37,"High School",1.58,0
"670",134,2023,3.6,634,38,"High School",1.8,0
"671",135,2019,6.5,569,33,"College",5.95,0
"672",135,2020,6,618,34,"College",5.6,0
"673",135,2021,1.4,622,35,"College",0,0
"674",135,2022,7.7,640,36,"College",9.48,0
"675",135,2023,2.9,731,37,"College",0,0
"676",136,2019,6.9,616,31,"College",11.27,0
"677",136,2020,5.7,654,32,"College",5.78,0
"678",136,2021,6.7,615,33,"College",10.04,0
"679",136,2022,6.6,588,34,"College",8.7,1
"680",136,2023,3.6,682,35,"College",0.94,0
"681",137,2019,3,597,26,"High School",0,0
"682",137,2020,5.9,787,27,"High School",4.12,0
"683",137,2021,10,655,28,"High School",20.35,0
"684",137,2022,4,653,29,"High School",2.28,0
"685",137,2023,3.9,647,30,"High School",0,0
"686",138,2019,1.3,742,33,"High School",0,0
"687",138,2020,5.7,683,34,"High School",5.6,0
"688",138,2021,6.4,637,35,"High School",8.62,0
"689",138,2022,7.7,592,36,"High School",8.65,0
"690",138,2023,9.6,598,37,"High School",22.84,1
"691",139,2019,5.4,611,47,"High School",5.99,0
"692",139,2020,1.7,711,48,"High School",0,0
"693",139,2021,3.3,641,49,"High School",0,0
"694",139,2022,8.9,612,50,"High School",22.66,0
"695",139,2023,8.7,690,51,"High School",11.44,0
"696",140,2019,8.6,717,37,"College",12.09,0
"697",140,2020,9.5,615,38,"College",24.74,0
"698",140,2021,6.9,628,39,"College",7.12,0
"699",140,2022,5.4,667,40,"College",4.02,0
"700",140,2023,2.7,650,41,"College",0,0
"701",141,2019,7.4,670,51,"College",9.52,0
"702",141,2020,1.8,736,52,"College",0,0
"703",141,2021,5.2,647,53,"College",5.02,0
"704",141,2022,9.4,636,54,"College",19.19,0
"705",141,2023,8.6,674,55,"College",11.96,1
"706",142,2019,7.4,648,44,"High School",6.6,0
"707",142,2020,2.1,681,45,"High School",0,0
"708",142,2021,6.4,639,46,"High School",8.63,0
"709",142,2022,9.9,672,47,"High School",17.28,0
"710",142,2023,6.5,572,48,"High School",7.59,0
"711",143,2019,3.5,651,37,"Graduate",0.41,0
"712",143,2020,1.6,624,38,"Graduate",0.73,0
"713",143,2021,1.7,590,39,"Graduate",1.61,0
"714",143,2022,8.9,629,40,"Graduate",17.61,0
"715",143,2023,4.3,669,41,"Graduate",3.71,0
"716",144,2019,9.5,655,54,"High School",17.29,0
"717",144,2020,6,685,55,"High School",5.08,0
"718",144,2021,5.6,697,56,"High School",4.18,0
"719",144,2022,9.5,691,57,"High School",13.9,0
"720",144,2023,2,634,58,"High School",0,0
"721",145,2019,8.4,584,53,"High School",16.14,0
"722",145,2020,4.4,636,54,"High School",0,0
"723",145,2021,6,708,55,"High School",6.13,0
"724",145,2022,3.8,644,56,"High School",0,0
"725",145,2023,1.7,568,57,"High School",0,0
"726",146,2019,8,675,48,"Graduate",13.5,0
"727",146,2020,2.7,664,49,"Graduate",0,0
"728",146,2021,6.9,630,50,"Graduate",9.11,0
"729",146,2022,4.9,659,51,"Graduate",4.3,0
"730",146,2023,2.8,718,52,"Graduate",0,0
"731",147,2019,10,715,35,"High School",11.95,0
"732",147,2020,5,627,36,"High School",3.88,0
"733",147,2021,1.3,651,37,"High School",0,0
"734",147,2022,9.4,577,38,"High School",17.68,0
"735",147,2023,8.8,614,39,"High School",14.5,0
"736",148,2019,6.4,750,33,"High School",6.75,0
"737",148,2020,3.7,725,34,"High School",0,0
"738",148,2021,8.3,639,35,"High School",15.65,0
"739",148,2022,9.6,615,36,"High School",13.26,0
"740",148,2023,8.7,582,37,"High School",8.31,0
"741",149,2019,2.1,756,30,"Graduate",1.14,0
"742",149,2020,9.7,656,31,"Graduate",15.33,0
"743",149,2021,6,620,32,"Graduate",7.93,0
"744",149,2022,1,704,33,"Graduate",0,0
"745",149,2023,2.2,595,34,"Graduate",0,0
"746",150,2019,1.1,686,51,"High School",0,0
"747",150,2020,8.4,722,52,"High School",13.78,0
"748",150,2021,8,639,53,"High School",11.03,0
"749",150,2022,9.4,723,54,"High School",10.15,0
"750",150,2023,4.3,682,55,"High School",2.34,0
"751",151,2019,9.8,616,43,"High School",11.59,0
"752",151,2020,8.4,679,44,"High School",9.13,0
"753",151,2021,8.1,615,45,"High School",8.95,0
"754",151,2022,6.6,623,46,"High School",9.71,0
"755",151,2023,9.7,689,47,"High School",11.41,0
"756",152,2019,5.5,626,28,"High School",5.73,0
"757",152,2020,9,649,29,"High School",23.08,0
"758",152,2021,4.6,701,30,"High School",3.11,0
"759",152,2022,5,590,31,"High School",5.07,0
"760",152,2023,9.4,730,32,"High School",18.54,0
"761",153,2019,7.1,752,48,"Graduate",8.38,0
"762",153,2020,1.2,681,49,"Graduate",0,0
"763",153,2021,2.5,671,50,"Graduate",2.4,0
"764",153,2022,5.5,625,51,"Graduate",5.67,1
"765",153,2023,4.8,675,52,"Graduate",3.66,0
"766",154,2019,9.9,625,30,"High School",18.46,0
"767",154,2020,9,664,31,"High School",14.8,0
"768",154,2021,4.1,616,32,"High School",0,0
"769",154,2022,7.4,689,33,"High School",10.47,0
"770",154,2023,9.2,685,34,"High School",18.47,0
"771",155,2019,7.1,712,27,"High School",8.69,0
"772",155,2020,6.8,749,28,"High School",8.49,0
"773",155,2021,2.3,618,29,"High School",0,0
"774",155,2022,6.4,698,30,"High School",6.89,0
"775",155,2023,3.5,579,31,"High School",0.85,0
"776",156,2019,5.1,627,29,"High School",4.62,0
"777",156,2020,3,697,30,"High School",1.5,0
"778",156,2021,3.3,613,31,"High School",0.85,0
"779",156,2022,6.9,667,32,"High School",6.59,1
"780",156,2023,5.2,605,33,"High School",4.73,0
"781",157,2019,2.4,631,27,"College",0,0
"782",157,2020,3.4,648,28,"College",2.16,0
"783",157,2021,7.4,619,29,"College",10.95,0
"784",157,2022,6.5,553,30,"College",7.52,0
"785",157,2023,2.2,662,31,"College",0,0
"786",158,2019,1.6,674,40,"College",0,0
"787",158,2020,9.7,657,41,"College",22.61,0
"788",158,2021,4.3,626,42,"College",2.34,0
"789",158,2022,7.1,695,43,"College",11.77,0
"790",158,2023,8.6,704,44,"College",13.75,0
"791",159,2019,3.2,531,41,"Graduate",1.67,0
"792",159,2020,1.3,706,42,"Graduate",0,0
"793",159,2021,6.4,561,43,"Graduate",9.48,0
"794",159,2022,8.5,633,44,"Graduate",12.2,1
"795",159,2023,4.3,595,45,"Graduate",2.44,0
"796",160,2019,4,618,26,"High School",0.61,0
"797",160,2020,6.8,716,27,"High School",8.11,0
"798",160,2021,9.6,677,28,"High School",14.41,0
"799",160,2022,6.4,675,29,"High School",7.08,0
"800",160,2023,5.6,546,30,"High School",6.4,0
"801",161,2019,2.4,660,46,"Graduate",0,0
"802",161,2020,8.6,681,47,"Graduate",14.48,0
"803",161,2021,2.9,693,48,"Graduate",1.27,0
"804",161,2022,7,601,49,"Graduate",11.3,0
"805",161,2023,6.6,697,50,"Graduate",8.26,0
"806",162,2019,1.4,580,53,"College",0,0
"807",162,2020,9.5,737,54,"College",8.04,0
"808",162,2021,6.2,610,55,"College",6.44,0
"809",162,2022,8.7,688,56,"College",14.57,0
"810",162,2023,5.7,666,57,"College",4.74,0
"811",163,2019,3.4,597,25,"Graduate",0,0
"812",163,2020,6.4,707,26,"Graduate",5.44,0
"813",163,2021,8.2,652,27,"Graduate",13,0
"814",163,2022,7.2,691,28,"Graduate",5.68,0
"815",163,2023,5.3,661,29,"Graduate",3.54,0
"816",164,2019,5.2,693,48,"Graduate",5.33,0
"817",164,2020,6.6,651,49,"Graduate",8.98,0
"818",164,2021,5,706,50,"Graduate",4.98,0
"819",164,2022,6.4,632,51,"Graduate",8.72,0
"820",164,2023,1,676,52,"Graduate",4.18,0
"821",165,2019,10,669,26,"High School",11.96,0
"822",165,2020,4.7,692,27,"High School",3.2,0
"823",165,2021,2.1,619,28,"High School",0,0
"824",165,2022,8.8,659,29,"High School",15.29,0
"825",165,2023,5.9,621,30,"High School",6.15,0
"826",166,2019,8.9,695,51,"High School",13,0
"827",166,2020,1.3,618,52,"High School",0,0
"828",166,2021,8.9,737,53,"High School",10.23,0
"829",166,2022,7.5,690,54,"High School",11.44,0
"830",166,2023,7.9,649,55,"High School",9.42,0
"831",167,2019,8.8,710,44,"High School",15.98,0
"832",167,2020,5.5,646,45,"High School",5.47,0
"833",167,2021,9.3,678,46,"High School",13.86,0
"834",167,2022,2.9,676,47,"High School",0,0
"835",167,2023,1.2,671,48,"High School",5.04,1
"836",168,2019,3.8,620,40,"High School",0.46,0
"837",168,2020,6.9,587,41,"High School",9.56,0
"838",168,2021,3.8,566,42,"High School",1.02,0
"839",168,2022,9.5,627,43,"High School",20.87,0
"840",168,2023,8,684,44,"High School",8.81,0
"841",169,2019,4.1,638,49,"College",0.09,0
"842",169,2020,5.3,590,50,"College",5.64,1
"843",169,2021,4.7,758,51,"College",3.78,0
"844",169,2022,8,685,52,"College",17.28,0
"845",169,2023,5.4,747,53,"College",4.16,0
"846",170,2019,1.1,711,51,"High School",0,0
"847",170,2020,6.8,619,52,"High School",9.79,0
"848",170,2021,3.1,629,53,"High School",0.42,0
"849",170,2022,7.7,578,54,"High School",14.16,0
"850",170,2023,3.7,687,55,"High School",0,0
"851",171,2019,9.2,731,36,"High School",8.3,0
"852",171,2020,8.7,604,37,"High School",10.3,0
"853",171,2021,5.2,590,38,"High School",5.25,0
"854",171,2022,1.6,694,39,"High School",0,0
"855",171,2023,6.2,574,40,"High School",5.98,0
"856",172,2019,6.2,746,44,"College",5.86,0
"857",172,2020,9.9,679,45,"College",10.33,1
"858",172,2021,4,564,46,"College",3.02,0
"859",172,2022,7,668,47,"College",6.57,0
"860",172,2023,9.4,655,48,"College",20.23,0
"861",173,2019,6.2,527,52,"High School",7.91,0
"862",173,2020,7.2,648,53,"High School",9.2,0
"863",173,2021,1.8,621,54,"High School",0,0
"864",173,2022,8.8,606,55,"High School",11.6,0
"865",173,2023,5.5,662,56,"High School",5.05,0
"866",174,2019,3,693,50,"College",1.28,0
"867",174,2020,4.7,736,51,"College",3.83,0
"868",174,2021,9,518,52,"College",18.26,0
"869",174,2022,5.5,687,53,"College",5.94,0
"870",174,2023,7.1,602,54,"College",8.63,0
"871",175,2019,3.5,708,33,"Graduate",0,0
"872",175,2020,8.4,667,34,"Graduate",13.98,0
"873",175,2021,3.2,722,35,"Graduate",1.74,0
"874",175,2022,4.3,576,36,"Graduate",1.46,0
"875",175,2023,3.1,675,37,"Graduate",0,0
"876",176,2019,9.4,665,32,"High School",20.74,0
"877",176,2020,4.7,702,33,"High School",2.3,0
"878",176,2021,2.2,638,34,"High School",0,0
"879",176,2022,9.2,707,35,"High School",10.8,0
"880",176,2023,4.1,628,36,"High School",1.78,0
"881",177,2019,8.7,629,38,"College",10.46,0
"882",177,2020,2.3,651,39,"College",0,0
"883",177,2021,4.2,597,40,"College",4.51,0
"884",177,2022,3.2,627,41,"College",0,0
"885",177,2023,1.4,706,42,"College",0,0
"886",178,2019,8.1,733,33,"College",8.55,0
"887",178,2020,2.8,706,34,"College",0,0
"888",178,2021,4.5,629,35,"College",3.08,1
"889",178,2022,3.9,666,36,"College",0.8,0
"890",178,2023,6.4,655,37,"College",7.8,0
"891",179,2019,5.9,587,52,"College",7.24,1
"892",179,2020,9.9,663,53,"College",23.58,0
"893",179,2021,3.3,609,54,"College",0.48,0
"894",179,2022,7.6,597,55,"College",14.08,0
"895",179,2023,9.8,686,56,"College",6.54,0
"896",180,2019,6,615,46,"High School",6.82,0
"897",180,2020,4.5,643,47,"High School",2.04,0
"898",180,2021,8.4,601,48,"High School",13.77,0
"899",180,2022,2,653,49,"High School",0,0
"900",180,2023,5.8,675,50,"High School",5.34,0
"901",181,2019,5,675,39,"High School",3.37,0
"902",181,2020,3.5,596,40,"High School",0,0
"903",181,2021,2.4,713,41,"High School",0,1
"904",181,2022,8.8,725,42,"High School",16.67,0
"905",181,2023,6.1,669,43,"High School",5.78,0
"906",182,2019,6,658,29,"College",6.41,0
"907",182,2020,6.3,654,30,"College",8.92,0
"908",182,2021,7.6,663,31,"College",11.1,0
"909",182,2022,6.8,669,32,"College",10.65,0
"910",182,2023,6.5,657,33,"College",7.09,0
"911",183,2019,1.5,683,40,"High School",0,0
"912",183,2020,6.1,633,41,"High School",6.44,0
"913",183,2021,6.3,706,42,"High School",8.2,0
"914",183,2022,6.7,648,43,"High School",9.78,0
"915",183,2023,6.6,562,44,"High School",9.37,0
"916",184,2019,1.7,645,54,"College",0,0
"917",184,2020,1.7,672,55,"College",0,0
"918",184,2021,7.2,712,56,"College",9.91,0
"919",184,2022,8.5,653,57,"College",8.39,1
"920",184,2023,2.3,553,58,"College",0,0
"921",185,2019,8.1,650,31,"High School",14.08,0
"922",185,2020,5.4,590,32,"High School",5.35,0
"923",185,2021,9.9,601,33,"High School",27.76,0
"924",185,2022,5.5,599,34,"High School",5.65,0
"925",185,2023,6.1,610,35,"High School",6.71,0
"926",186,2019,4.4,707,43,"High School",0.69,0
"927",186,2020,5.7,608,44,"High School",6.02,0
"928",186,2021,1.7,628,45,"High School",0,0
"929",186,2022,5.8,659,46,"High School",4.81,0
"930",186,2023,9.6,695,47,"High School",13.91,0
"931",187,2019,5.8,617,41,"High School",6.76,0
"932",187,2020,4.9,609,42,"High School",4.14,0
"933",187,2021,1.3,624,43,"High School",0,0
"934",187,2022,1.3,591,44,"High School",0,0
"935",187,2023,1.4,696,45,"High School",0,0
"936",188,2019,2.4,541,48,"College",0,0
"937",188,2020,5.2,624,49,"College",4.95,0
"938",188,2021,8.3,578,50,"College",12.06,0
"939",188,2022,3.5,552,51,"College",1.78,0
"940",188,2023,7.8,651,52,"College",9.95,0
"941",189,2019,5.7,727,33,"College",4.83,0
"942",189,2020,3.6,732,34,"College",0,0
"943",189,2021,1.2,622,35,"College",0,0
"944",189,2022,7,615,36,"College",8.76,0
"945",189,2023,1.6,623,37,"College",0,0
"946",190,2019,8.5,686,44,"College",11.5,0
"947",190,2020,2.2,522,45,"College",0,0
"948",190,2021,6.9,662,46,"College",9.41,0
"949",190,2022,8.5,630,47,"College",14.42,0
"950",190,2023,3.3,613,48,"College",1.28,0
"951",191,2019,2.2,550,26,"High School",0.88,0
"952",191,2020,7.9,640,27,"High School",12.93,0
"953",191,2021,2.9,568,28,"High School",2.6,0
"954",191,2022,3.4,649,29,"High School",1.75,0
"955",191,2023,5.8,605,30,"High School",6.95,0
"956",192,2019,5.3,652,54,"High School",4.38,0
"957",192,2020,4.4,673,55,"High School",2.47,0
"958",192,2021,8,625,56,"High School",9.02,0
"959",192,2022,6,599,57,"High School",7.24,0
"960",192,2023,2.4,619,58,"High School",0,0
"961",193,2019,9.9,617,30,"High School",17.79,0
"962",193,2020,3.2,575,31,"High School",0,0
"963",193,2021,2.2,611,32,"High School",0,0
"964",193,2022,2.9,640,33,"High School",0,0
"965",193,2023,4.4,639,34,"High School",3.88,0
"966",194,2019,4.2,666,34,"High School",3.56,0
"967",194,2020,3.7,715,35,"High School",0,0
"968",194,2021,1.4,667,36,"High School",0,0
"969",194,2022,9.4,724,37,"High School",12.48,0
"970",194,2023,6.1,618,38,"High School",6.45,0
"971",195,2019,3,718,37,"Graduate",0,0
"972",195,2020,8.9,680,38,"Graduate",11.67,0
"973",195,2021,5.2,590,39,"Graduate",4.82,0
"974",195,2022,5.9,670,40,"Graduate",5.08,0
"975",195,2023,8.1,588,41,"Graduate",11.57,0
"976",196,2019,6.8,697,38,"High School",6.97,0
"977",196,2020,2.3,623,39,"High School",0,0
"978",196,2021,3.9,638,40,"High School",1.59,0
"979",196,2022,9.6,616,41,"High School",21.09,0
"980",196,2023,2.7,607,42,"High School",0,0
"981",197,2019,7.8,735,42,"College",12.88,0
"982",197,2020,5.1,700,43,"College",3.33,0
"983",197,2021,2.3,684,44,"College",0,0
"984",197,2022,2.8,654,45,"College",0,0
"985",197,2023,7.1,687,46,"College",7.12,0
"986",198,2019,2.2,683,42,"Graduate",0,0
"987",198,2020,4.7,730,43,"Graduate",0.37,0
"988",198,2021,5.1,693,44,"Graduate",2.44,0
"989",198,2022,6.6,640,45,"Graduate",7.89,0
"990",198,2023,3.3,639,46,"Graduate",0,0
"991",199,2019,5.2,627,51,"College",4.58,0
"992",199,2020,2.5,632,52,"College",2.46,0
"993",199,2021,8.7,638,53,"College",13.59,0
"994",199,2022,2.4,711,54,"College",0,0
"995",199,2023,1.8,534,55,"College",0,0
"996",200,2019,9,615,38,"High School",11.39,0
"997",200,2020,3.7,643,39,"High School",2.37,0
"998",200,2021,7.8,586,40,"High School",13.57,0
"999",200,2022,4.6,731,41,"High School",0.71,0
"1000",200,2023,5,638,42,"High School",3.55,0
"1001",201,2019,2.4,594,40,"Graduate",0,0
"1002",201,2020,2.3,605,41,"Graduate",0,0
"1003",201,2021,2.3,694,42,"Graduate",0,0
"1004",201,2022,5.6,743,43,"Graduate",5.6,0
"1005",201,2023,5.4,644,44,"Graduate",6.05,1
"1006",202,2019,6.5,655,41,"College",8.95,0
"1007",202,2020,5,603,42,"College",4.83,0
"1008",202,2021,1.5,716,43,"College",0,0
"1009",202,2022,1,686,44,"College",0,0
"1010",202,2023,3,534,45,"College",6.02,0
"1011",203,2019,8.7,618,38,"College",12.72,0
"1012",203,2020,3.4,638,39,"College",0,0
"1013",203,2021,6.4,595,40,"College",6.33,0
"1014",203,2022,6.5,636,41,"College",6.1,0
"1015",203,2023,9.9,593,42,"College",17.63,0
"1016",204,2019,2.7,668,35,"High School",0,0
"1017",204,2020,7.8,667,36,"High School",14.06,0
"1018",204,2021,3.2,691,37,"High School",0,0
"1019",204,2022,3.9,671,38,"High School",0.58,0
"1020",204,2023,1,730,39,"High School",0,0
"1021",205,2019,10,631,51,"High School",20.61,0
"1022",205,2020,4.9,542,52,"High School",3.93,0
"1023",205,2021,10,651,53,"High School",11.24,0
"1024",205,2022,2.8,682,54,"High School",0.12,0
"1025",205,2023,2,630,55,"High School",0,0
"1026",206,2019,3.3,720,49,"High School",3.59,0
"1027",206,2020,7.1,705,50,"High School",4.34,1
"1028",206,2021,6.2,677,51,"High School",6.68,0
"1029",206,2022,4.7,653,52,"High School",2.96,0
"1030",206,2023,7.6,622,53,"High School",10.01,0
"1031",207,2019,6.2,641,55,"Graduate",7.19,1
"1032",207,2020,6.2,673,56,"Graduate",7.12,0
"1033",207,2021,6.3,698,57,"Graduate",7.29,0
"1034",207,2022,3,635,58,"Graduate",0,0
"1035",207,2023,1.9,614,59,"Graduate",0,0
"1036",208,2019,7.6,774,38,"High School",9.71,0
"1037",208,2020,6.5,676,39,"High School",4.97,0
"1038",208,2021,9.6,605,40,"High School",12.36,0
"1039",208,2022,9.6,697,41,"High School",18.79,0
"1040",208,2023,7.7,653,42,"High School",11.19,0
"1041",209,2019,4.9,691,39,"High School",4.78,1
"1042",209,2020,2.6,653,40,"High School",0,0
"1043",209,2021,4.9,647,41,"High School",4.37,0
"1044",209,2022,7.9,655,42,"High School",10.89,0
"1045",209,2023,9.3,671,43,"High School",16.05,0
"1046",210,2019,9.2,619,39,"High School",15.54,0
"1047",210,2020,8.3,617,40,"High School",11.98,0
"1048",210,2021,2.8,641,41,"High School",0,1
"1049",210,2022,1.4,659,42,"High School",0,0
"1050",210,2023,5.3,634,43,"High School",4.71,0
"1051",211,2019,6.3,666,51,"High School",7.86,0
"1052",211,2020,1.9,595,52,"High School",0,0
"1053",211,2021,9.6,578,53,"High School",24.29,0
"1054",211,2022,2.5,745,54,"High School",0,0
"1055",211,2023,9.3,670,55,"High School",16.48,0
"1056",212,2019,2.1,630,40,"College",0,0
"1057",212,2020,7,636,41,"College",9.05,0
"1058",212,2021,8.1,689,42,"College",13.81,0
"1059",212,2022,7.9,639,43,"College",16.63,0
"1060",212,2023,7.1,660,44,"College",9.05,0
"1061",213,2019,2,637,46,"College",0,0
"1062",213,2020,8.7,625,47,"College",14.56,0
"1063",213,2021,6.6,680,48,"College",7.63,0
"1064",213,2022,8.5,657,49,"College",17.17,0
"1065",213,2023,2.5,715,50,"College",0,0
"1066",214,2019,1.1,594,30,"High School",0,0
"1067",214,2020,3.9,643,31,"High School",0,0
"1068",214,2021,3.4,640,32,"High School",3.94,0
"1069",214,2022,8.4,596,33,"High School",13.03,0
"1070",214,2023,9.4,700,34,"High School",14.1,0
"1071",215,2019,2.2,645,39,"College",0,0
"1072",215,2020,9.2,581,40,"College",15.65,0
"1073",215,2021,6.4,620,41,"College",9.11,0
"1074",215,2022,4.6,595,42,"College",4.91,0
"1075",215,2023,7,702,43,"College",9.65,0
"1076",216,2019,7.9,777,46,"Graduate",9.15,0
"1077",216,2020,5.7,616,47,"Graduate",6.99,0
"1078",216,2021,4.6,645,48,"Graduate",4.35,0
"1079",216,2022,9.7,664,49,"Graduate",20.9,0
"1080",216,2023,1.4,785,50,"Graduate",0,1
"1081",217,2019,2.4,534,26,"College",0.61,0
"1082",217,2020,7.3,624,27,"College",7.61,0
"1083",217,2021,7.6,590,28,"College",9.08,0
"1084",217,2022,2,639,29,"College",0,0
"1085",217,2023,5.2,636,30,"College",4.38,0
"1086",218,2019,6.8,614,36,"High School",9.14,0
"1087",218,2020,4.6,742,37,"High School",1.65,0
"1088",218,2021,9.9,663,38,"High School",22.13,0
"1089",218,2022,7.1,770,39,"High School",5.85,0
"1090",218,2023,3.8,691,40,"High School",0,0
"1091",219,2019,2.4,587,30,"Graduate",0,0
"1092",219,2020,3.7,612,31,"Graduate",0,0
"1093",219,2021,1.9,664,32,"Graduate",0,0
"1094",219,2022,1.2,621,33,"Graduate",0,0
